Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value,is_active_sales_sku,Product_Status,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag,fc_w1,fc_w2,forward_demand_units,forward_demand_8w,fc_avg_weekly,lead_time_demand,available_units,required_inventory_buffer,required_buffer,stockout_flag,current_stock_below_reorder_point,reorder_gap_units,lead_time_stock_gap,safety_stock_gap,buffer_gap_units,stock_gap_units,stockout_score,excess_units,overstock_score,overstock_flag,decision_quadrant,recommended_action,action_rationale,units_at_stockout_risk,revenue_at_risk,inventory_value_tied_up,value_at_stake
2025-12-01,SKU167,195,247,13,48,140,264891.9,False,Warehouse Only (No Sales History),Uncataloged SKU167,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442,48.0,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,264891.9,264891.9
2025-12-01,SKU168,237,208,8,45,116,423300.96,False,Warehouse Only (No Sales History),Uncataloged SKU168,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,445,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,423300.96,423300.96
2025-12-01,SKU169,323,28,4,56,115,171273.98,False,Warehouse Only (No Sales History),Uncataloged SKU169,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,351,56.0,56.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,171273.98,171273.98
2025-12-01,SKU170,261,138,12,37,154,169741.35,False,Warehouse Only (No Sales History),Uncataloged SKU170,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,37.0,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,169741.35,169741.35
2025-12-01,SKU171,92,104,11,30,80,193087.76,False,Warehouse Only (No Sales History),Uncataloged SKU171,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,196,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,193087.76,193087.76
2025-12-01,SKU172,57,34,7,7,22,39532.35,False,Warehouse Only (No Sales History),Uncataloged SKU172,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91,7.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,39532.35,39532.35
2025-12-01,SKU173,418,158,3,44,84,2605745.12,False,Warehouse Only (No Sales History),Uncataloged SKU173,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,576,44.0,44.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2605745.12,2605745.12
2025-12-01,SKU174,645,455,5,96,235,4350105.75,False,Warehouse Only (No Sales History),Uncataloged SKU174,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1100,96.0,96.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,4350105.75,4350105.75
2025-12-01,SKU175,141,13,9,58,216,171760.56,False,Warehouse Only (No Sales History),Uncataloged SKU175,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,154,58.0,58.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,171760.56,171760.56
2025-12-01,SKU176,133,75,6,34,62,801352.93,False,Warehouse Only (No Sales History),Uncataloged SKU176,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,208,34.0,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,801352.93,801352.93
2025-12-01,SKU177,43,49,5,23,57,62474.7,False,Warehouse Only (No Sales History),Uncataloged SKU177,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,92,23.0,23.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,62474.7,62474.7
2025-12-01,SKU178,289,67,4,70,108,504614.23,False,Warehouse Only (No Sales History),Uncataloged SKU178,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,356,70.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,504614.23,504614.23
2025-12-01,SKU179,457,1139,7,320,600,3585891.63,False,Warehouse Only (No Sales History),Uncataloged SKU179,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1596,320.0,320.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3585891.63,3585891.63
2025-12-01,SKU180,533,47,14,189,740,358378.54,False,Warehouse Only (No Sales History),Uncataloged SKU180,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,580,189.0,189.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,358378.54,358378.54
2025-12-01,SKU181,1192,381,8,155,444,8465738.96,False,Warehouse Only (No Sales History),Uncataloged SKU181,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1573,155.0,155.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,8465738.96,8465738.96
2025-12-01,SKU182,412,22,8,80,186,655796.88,False,Warehouse Only (No Sales History),Uncataloged SKU182,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434,80.0,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,655796.88,655796.88
2025-12-01,SKU183,1018,347,9,530,1179,7986423.78,False,Warehouse Only (No Sales History),Uncataloged SKU183,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1365,530.0,530.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,7986423.78,7986423.78
2025-12-01,SKU184,150,28,7,51,103,948994.5,False,Warehouse Only (No Sales History),Uncataloged SKU184,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,178,51.0,51.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,948994.5,948994.5
2025-12-01,SKU185,197,63,8,47,125,270827.72,False,Warehouse Only (No Sales History),Uncataloged SKU185,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,260,47.0,47.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,270827.72,270827.72
2025-12-01,SKU186,178,137,11,168,419,460202.98,False,Warehouse Only (No Sales History),Uncataloged SKU186,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,315,168.0,168.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,460202.98,460202.98
2025-12-01,SKU187,394,126,4,111,170,2080934.64,False,Warehouse Only (No Sales History),Uncataloged SKU187,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,520,111.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2080934.64,2080934.64
2025-12-01,SKU188,246,261,8,105,232,344498.4,False,Warehouse Only (No Sales History),Uncataloged SKU188,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,507,105.0,105.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,344498.4,344498.4
2025-12-01,SKU189,186,124,5,36,67,730014.66,False,Warehouse Only (No Sales History),Uncataloged SKU189,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,310,36.0,36.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,730014.66,730014.66
2025-12-01,SKU190,68,309,13,75,244,87667.64,False,Warehouse Only (No Sales History),Uncataloged SKU190,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,377,75.0,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,87667.64,87667.64
2025-12-01,SKU191,62,294,14,48,152,221107.5,False,Warehouse Only (No Sales History),Uncataloged SKU191,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,356,48.0,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,221107.5,221107.5
2025-12-01,SKU192,132,52,9,30,68,682226.16,False,Warehouse Only (No Sales History),Uncataloged SKU192,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,184,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,682226.16,682226.16
2025-12-01,SKU193,241,124,13,39,140,466725.42,False,Warehouse Only (No Sales History),Uncataloged SKU193,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,365,39.0,39.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,466725.42,466725.42
2025-12-01,SKU194,92,146,3,85,132,249050.44,False,Warehouse Only (No Sales History),Uncataloged SKU194,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,238,85.0,85.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,249050.44,249050.44
2025-12-01,SKU195,543,248,4,66,144,2131019.79,False,Warehouse Only (No Sales History),Uncataloged SKU195,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,791,66.0,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2131019.79,2131019.79
2025-12-01,SKU196,20,2,9,9,24,93731.0,False,Warehouse Only (No Sales History),Uncataloged SKU196,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22,9.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,93731.0,93731.0
2025-12-01,SKU197,223,49,8,72,186,1175566.8,False,Warehouse Only (No Sales History),Uncataloged SKU197,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,272,72.0,72.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1175566.8,1175566.8
2025-12-01,SKU198,294,62,11,38,163,793994.04,False,Warehouse Only (No Sales History),Uncataloged SKU198,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,356,38.0,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,793994.04,793994.04
2025-12-01,SKU199,347,306,14,83,292,1246941.03,False,Warehouse Only (No Sales History),Uncataloged SKU199,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,653,83.0,83.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1246941.03,1246941.03
2025-12-01,SKU200,96,65,9,18,68,292328.64,False,Warehouse Only (No Sales History),Uncataloged SKU200,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,161,18.0,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,292328.64,292328.64
